Rank	Gene	PredictionScore
18585	TBX18	0.024
18586	CARD11	0.024
18587	PAWR	0.024
18588	CDC42EP5	0.024
18589	IL18R1	0.024
18590	LLGL2	0.024
18591	CEBPB	0.024
18592	LCT	0.024
18593	P2RY6	0.024
18594	SCNM1	0.024
18595	GGT6	0.024
18596	GH1	0.024
18597	MECOM	0.023
18598	LPAR2	0.023
18599	FCER1G	0.023
18600	AQP1	0.023
18601	TIMP1	0.023
18602	IL17C	0.023
18603	TRPV6	0.023
18604	GLIS1	0.023
18605	POSTN	0.023
18606	OSTC	0.023
18607	NPR3	0.023
18608	LHCGR	0.023
18609	TMC4	0.023
18610	KRTAP2-4	0.023
18611	KRT25	0.023
18612	ARHGAP28	0.023
18613	MR1	0.023
18614	RBMY1J	0.023
18615	NDUFV2	0.023
18616	NKX2-5	0.023
18617	DPPA5	0.023
18618	ATP5O	0.023
18619	SNX29	0.023
18620	SLC25A35	0.023
18621	PRSS50	0.023
18622	TGFBI	0.023
18623	NQO1	0.023
18624	GLYCTK	0.023
18625	TRADD	0.023
18626	HTRA3	0.023
18627	RPL14	0.023
18628	GPR63	0.023
18629	BIRC5	0.023
18630	MYO15B	0.023
18631	FCRLA	0.023
18632	NDUFB2	0.023
18633	NEIL3	0.023
18634	TEAD2	0.023
18635	ASB16	0.023
18636	DQX1	0.023
18637	SLC28A1	0.023
18638	KRT76	0.023
18639	FAM154A	0.023
18640	KLK13	0.023
18641	IL17RB	0.023
18642	LRTM1	0.023
18643	GLRA1	0.023
18644	SYNE4	0.023
18645	KRT78	0.023
18646	SERPINA4	0.023
18647	SLC1A5	0.023
18648	SKA1	0.023
18649	HSD17B14	0.023
18650	M6PR	0.023
18651	GYLTL1B	0.023
18652	ENTPD1	0.023
18653	USP18	0.023
18654	SGMS2	0.023
18655	SPATC1	0.023
18656	ZFP36	0.023
18657	TINAGL1	0.023
18658	IRX6	0.023
18659	ANGPTL1	0.023
18660	EPS8L1	0.023
18661	ACADS	0.023
18662	KCNK15	0.023
18663	MAFK	0.023
18664	A1CF	0.023
18665	RHOH	0.023
18666	ADAMTS2	0.023
18667	SERPINA11	0.023
18668	LCN1	0.023
18669	RNASE1	0.023
18670	CPSF4L	0.023
18671	PKHD1L1	0.023
18672	EMC3	0.023
18673	LAPTM4A	0.023
18674	RCVRN	0.023
18675	CDH5	0.023
18676	ACSM5	0.023
18677	BSPRY	0.023
18678	ACP1	0.023
18679	PROP1	0.023
18680	CD97	0.023
18681	CDA	0.023
18682	NR1H3	0.023
18683	C6ORF15	0.023
18684	KIF2C	0.022
18685	PTPN18	0.022
18686	GABRQ	0.022
18687	TPTE2	0.022
18688	ALS2CR11	0.022
18689	ROBO4	0.022
18690	KLHL10	0.022
18691	REL	0.022
18692	AKR1A1	0.022
18693	PSMB9	0.022
18694	CHRNA3	0.022
18695	HMGCS2	0.022
18696	C17ORF104	0.022
18697	DNAJB7	0.022
18698	MUC15	0.022
18699	DNAH5	0.022
18700	CASP1	0.022
18701	ATP6V1E2	0.022
18702	ASZ1	0.022
18703	CKMT2	0.022
18704	KLRG2	0.022
18705	OR13J1	0.022
18706	ITGB1BP2	0.022
18707	CAPG	0.022
18708	ZBTB7B	0.022
18709	LRRIQ4	0.022
18710	HRASLS5	0.022
18711	ADCY10	0.022
18712	IL17RA	0.022
18713	PLA2G4A	0.022
18714	ALDH3B2	0.022
18715	KRTAP3-1	0.022
18716	FAM124B	0.022
18717	APBB1IP	0.022
18718	NQO2	0.022
18719	HOXA10	0.022
18720	PPA2	0.022
18721	CYP1B1	0.022
18722	PLCB2	0.022
18723	ANKRD22	0.022
18724	C6ORF118	0.022
18725	NFATC1	0.022
18726	IL18BP	0.022
18727	FAM71B	0.022
18728	GLRA3	0.022
18729	PKDREJ	0.022
18730	OSCAR	0.022
18731	SPC25	0.022
18732	PON3	0.022
18733	LAIR1	0.022
18734	SEC16B	0.022
18735	HFE	0.022
18736	RBP1	0.022
18737	LAMB4	0.022
18738	SLC5A7	0.022
18739	KIAA0040	0.022
18740	UFSP2	0.021
18741	LRRC26	0.021
18742	NEUROG2	0.021
18743	CSF1	0.021
18744	TMEM30B	0.021
18745	RNF7	0.021
18746	DNAJC15	0.021
18747	LAMTOR2	0.021
18748	CDX2	0.021
18749	KRT18	0.021
18750	WISP3	0.021
18751	IER3	0.021
18752	CYTL1	0.021
18753	CLEC1A	0.021
18754	UGT2A3	0.021
18755	SRCRB4D	0.021
18756	LPAR3	0.021
18757	MMP2	0.021
18758	DOCK2	0.021
18759	COL22A1	0.021
18760	CD86	0.021
18761	GLI1	0.021
18762	SIGLEC1	0.021
18763	SPTLC3	0.021
18764	LILRB3	0.021
18765	KRTAP6-1	0.021
18766	IL1R2	0.021
18767	EBF2	0.021
18768	FAM65C	0.021
18769	DAO	0.021
18770	TPX2	0.021
18771	FAM89A	0.021
18772	VAX2	0.021
18773	CLEC4G	0.021
18774	CD38	0.021
18775	ADAMTS12	0.021
18776	WFDC2	0.021
18777	IGHG1	0.021
18778	PLCG2	0.021
18779	CYP2W1	0.021
18780	HSD17B13	0.021
18781	GP5	0.021
18782	LEAP2	0.021
18783	CFHR4	0.021
18784	GPR114	0.021
18785	ITGA9	0.021
18786	2-Mar	0.021
18787	IL6R	0.021
18788	EPHX3	0.021
18789	SERPINB1	0.021
18790	ENDOU	0.021
18791	HSD17B1	0.021
18792	KRTAP5-5	0.021
18793	CHRM4	0.021
18794	ARHGEF38	0.021
18795	ESR1	0.021
18796	THEMIS2	0.021
18797	CREB3L4	0.021
18798	ADORA3	0.021
18799	ZMPSTE24	0.021
18800	C20ORF144	0.021
18801	LYZL6	0.021
18802	CDRT4	0.021
18803	FRRS1	0.021
18804	FAM115C	0.021
18805	GPRC5D	0.021
18806	TCF15	0.021
18807	PKP3	0.021
18808	PTGER4	0.021
18809	PPBP	0.021
18810	SPRR2B	0.021
18811	CATSPERG	0.021
18812	FAM46B	0.021
18813	KERA	0.021
18814	IL20RA	0.021
18815	PPARA	0.021
18816	KRT80	0.021
18817	FHL5	0.021
18818	KY	0.021
18819	GP2	0.021
18820	DMRT2	0.021
18821	ELF5	0.021
18822	TFAP2D	0.02
18823	ASCL3	0.02
18824	ATG3	0.02
18825	PNP	0.02
18826	SIX1	0.02
18827	TMEM140	0.02
18828	PTCH2	0.02
18829	LGALS1	0.02
18830	BMP4	0.02
18831	NPC2	0.02
18832	MPZ	0.02
18833	EVI2B	0.02
18834	RNF151	0.02
18835	GUCA1A	0.02
18836	ARHGDIB	0.02
18837	FBLIM1	0.02
18838	FLG	0.02
18839	PRSS2	0.02
18840	GP1BA	0.02
18841	CABP4	0.02
18842	TIMMDC1	0.02
18843	EVC2	0.02
18844	CAV1	0.02
18845	IL12RB2	0.02
18846	MYL7	0.02
18847	BANK1	0.02
18848	SLCO1A2	0.02
18849	CLEC5A	0.02
18850	TFPI	0.02
18851	IRF6	0.02
18852	HMHA1	0.02
18853	B4GALT1	0.02
18854	FAM71F1	0.02
18855	MYLK2	0.02
18856	TRAF1	0.02
18857	ETFB	0.02
18858	MILR1	0.02
18859	C10ORF67	0.02
18860	CYP3A5	0.02
18861	HAND2	0.02
18862	UBXN10	0.02
18863	SPACA7	0.02
18864	FANCA	0.02
18865	LYZL4	0.02
18866	GPR65	0.02
18867	GNS	0.02
18868	TLR6	0.02
18869	SLC39A4	0.02
18870	PXT1	0.02
18871	FAM64A	0.02
18872	KIFC1	0.02
18873	ACSBG2	0.02
18874	MMADHC	0.02
18875	FAS	0.02
18876	FGF10	0.02
18877	NDUFB5	0.02
18878	ATF7IP2	0.02
18879	RAX	0.02
18880	EXOC3L2	0.02
18881	CASP10	0.02
18882	COL8A2	0.02
18883	TYRP1	0.02
18884	ARHGAP30	0.02
18885	CACNA1S	0.02
18886	BARHL1	0.02
18887	CP	0.02
18888	P2RX7	0.02
18889	SDHC	0.02
18890	SDHB	0.02
18891	CCL2	0.02
18892	NME2	0.02
18893	IL10	0.02
18894	SSX1	0.02
18895	SOD1	0.02
18896	CMTM7	0.02
18897	GYG1	0.02
18898	HNF1B	0.02
18899	CLN5	0.02
18900	PPP1R32	0.02
18901	OSGIN1	0.02
18902	PKHD1	0.02
18903	VSIG4	0.02
18904	PSENEN	0.02
18905	NPHS1	0.02
18906	TCIRG1	0.02
18907	BTD	0.02
18908	PRDX6	0.02
18909	IFNGR1	0.02
18910	DHX58	0.02
18911	PLIN2	0.02
18912	CCR10	0.02
18913	TNFRSF11B	0.02
18914	HOXB5	0.02
18915	PHGDH	0.02
18916	SCML4	0.02
18917	FMO5	0.02
18918	KRT81	0.02
18919	CST9L	0.02
18920	FAM83H	0.02
18921	RP1L1	0.02
18922	HOXB7	0.02
18923	SYNE3	0.02
18924	DKK1	0.02
18925	CSTB	0.02
18926	KLRC3	0.02
18927	TNFRSF11A	0.02
18928	CCDC134	0.02
18929	EDN3	0.02
18930	PRDM1	0.02
18931	HMX1	0.02
18932	IL22	0.02
18933	AFMID	0.02
18934	NDUFA6	0.02
18935	KRTAP4-12	0.02
18936	PIGR	0.02
18937	FOLR1	0.02
18938	C1QTNF7	0.02
18939	CALCB	0.02
18940	KHDC3L	0.02
18941	SOAT1	0.02
18942	KCNN3	0.02
18943	EYA2	0.02
18944	SNAI3	0.02
18945	CEACAM4	0.02
18946	CHST6	0.019
18947	KRTAP5-1	0.019
18948	MYO1H	0.019
18949	ADH5	0.019
18950	TRPV5	0.019
18951	MORC1	0.019
18952	HSPA1L	0.019
18953	FOXC2	0.019
18954	DENND1C	0.019
18955	ACSM3	0.019
18956	NRG4	0.019
18957	CYP2C8	0.019
18958	CAPN6	0.019
18959	TMPRSS13	0.019
18960	COL4A6	0.019
18961	DERL3	0.019
18962	AKR1B10	0.019
18963	SLA2	0.019
18964	BFSP1	0.019
18965	FNDC8	0.019
18966	MUC20	0.019
18967	WBSCR28	0.019
18968	HINT1	0.019
18969	COX6A2	0.019
18970	BCL3	0.019
18971	STC1	0.019
18972	ARHGEF5	0.019
18973	PLN	0.019
18974	NKX6-1	0.019
18975	BPIFA3	0.019
18976	FOXB2	0.019
18977	LYPD4	0.019
18978	NCR3	0.019
18979	SLC24A6	0.019
18980	PLEKHA4	0.019
18981	RPTN	0.019
18982	SLC39A5	0.019
18983	SLAMF8	0.019
18984	SNX20	0.019
18985	KRTAP12-2	0.019
18986	CLDN23	0.019
18987	CHRNA6	0.019
18988	PGLYRP1	0.019
18989	SLC15A5	0.019
18990	CAPZA3	0.019
18991	COL12A1	0.019
18992	PDZD3	0.019
18993	SRP14	0.019
18994	IL17B	0.019
18995	PKP1	0.019
18996	HS3ST3A1	0.019
18997	SPATA3	0.019
18998	DNASE1L2	0.019
18999	AKNAD1	0.019
19000	SLC25A2	0.019
19001	CYP2E1	0.019
19002	ADRB2	0.019
19003	FCGR1A	0.019
19004	NCAPH	0.019
19005	IFITM1	0.019
19006	ASB17	0.019
19007	HHLA1	0.019
19008	ASB15	0.019
19009	FGF22	0.019
19010	SAMD11	0.019
19011	PLEKHG6	0.019
19012	15-Sep	0.019
19013	TMEM79	0.019
19014	GTSF1	0.019
19015	GOT1L1	0.019
19016	ADORA2B	0.019
19017	PRLH	0.019
19018	CCDC87	0.019
19019	CKS1B	0.018
19020	MYF5	0.018
19021	SYT8	0.018
19022	IL18RAP	0.018
19023	ATP5H	0.018
19024	NOTCH4	0.018
19025	SLC3A2	0.018
19026	ERG	0.018
19027	ADAMTSL5	0.018
19028	NR6A1	0.018
19029	SUSD3	0.018
19030	ID1	0.018
19031	SOCS1	0.018
19032	SDHD	0.018
19033	RRH	0.018
19034	SLC4A5	0.018
19035	GATA3	0.018
19036	ICAM1	0.018
19037	SPINK2	0.018
19038	PFKFB1	0.018
19039	ADM	0.018
19040	NOX1	0.018
19041	TBX2	0.018
19042	FAM187A	0.018
19043	C12ORF42	0.018
19044	ITIH2	0.018
19045	GALR1	0.018
19046	ITGAM	0.018
19047	ITGAD	0.018
19048	TCEA3	0.018
19049	CCDC114	0.018
19050	ITGA4	0.018
19051	SBDS	0.018
19052	CSF2RB	0.018
19053	PGLYRP4	0.018
19054	ANO1	0.018
19055	COL15A1	0.018
19056	E2F8	0.018
19057	EPYC	0.018
19058	OC90	0.018
19059	TLR7	0.018
19060	UGT3A2	0.018
19061	SMYD1	0.018
19062	PHGR1	0.018
19063	SPP1	0.018
19064	GLRA4	0.018
19065	HOXC6	0.018
19066	SLC27A5	0.018
19067	GSTA5	0.018
19068	HOXD4	0.018
19069	VPREB3	0.018
19070	NNMT	0.018
19071	PRDM9	0.018
19072	DAPP1	0.018
19073	AP1M2	0.018
19074	THBD	0.018
19075	SEC14L3	0.018
19076	ANXA2	0.018
19077	CNGA2	0.018
19078	LOXL3	0.018
19079	CACNG6	0.018
19080	ASB9	0.018
19081	PLIN4	0.018
19082	GSX2	0.018
19083	TSHR	0.018
19084	SPRR2F	0.018
19085	NOX4	0.018
19086	GTSE1	0.018
19087	HOXC10	0.018
19088	CXCR6	0.018
19089	LCE1D	0.018
19090	HOXD11	0.018
19091	CD96	0.018
19092	CD4	0.018
19093	GIPC3	0.018
19094	TNFSF15	0.018
19095	NOTUM	0.017
19096	HLX	0.017
19097	PHOX2A	0.017
19098	ALPK3	0.017
19099	ATOH8	0.017
19100	CPN2	0.017
19101	KIR3DL1	0.017
19102	IL13RA2	0.017
19103	KCNA7	0.017
19104	FH	0.017
19105	MNDA	0.017
19106	OR51B2	0.017
19107	TNNI1	0.017
19108	LY6G6D	0.017
19109	MFAP4	0.017
19110	IGBP1	0.017
19111	JPH2	0.017
19112	EPOR	0.017
19113	FOXA2	0.017
19114	BFSP2	0.017
19115	ESRRB	0.017
19116	ORC1	0.017
19117	SYTL3	0.017
19118	TEX11	0.017
19119	LYZL1	0.017
19120	EMILIN1	0.017
19121	P2RX2	0.017
19122	AMDHD1	0.017
19123	COX17	0.017
19124	DNAH2	0.017
19125	SFRP5	0.017
19126	EFEMP1	0.017
19127	MSH4	0.017
19128	SLC35G6	0.017
19129	NKX3-1	0.017
19130	NGFR	0.017
19131	TMED6	0.017
19132	DAP3	0.017
19133	MMP11	0.017
19134	KREMEN1	0.017
19135	HOXB9	0.017
19136	LCN8	0.017
19137	LTBR	0.017
19138	LCE1C	0.017
19139	BTNL8	0.017
19140	KRTAP16-1	0.017
19141	EVPL	0.017
19142	ST6GALNAC2	0.017
19143	RAG1	0.017
19144	KLRC2	0.017
19145	TIMM23	0.017
19146	MOCOS	0.017
19147	MTHFS	0.017
19148	SAA1	0.017
19149	CTBS	0.017
19150	IVL	0.017
19151	CD74	0.017
19152	HOXA7	0.017
19153	BIRC3	0.017
19154	ZNF185	0.017
19155	MED30	0.017
19156	FGF19	0.017
19157	TLX2	0.017
19158	MSLN	0.017
19159	MFNG	0.017
19160	CDKN2B	0.017
19161	GPRC5C	0.017
19162	EMR1	0.017
19163	SOD3	0.017
19164	HYDIN	0.017
19165	AMHR2	0.017
19166	MESP1	0.017
19167	KRTAP17-1	0.017
19168	HTR1B	0.017
19169	TMOD4	0.017
19170	HMOX1	0.016
19171	RBPJL	0.016
19172	SH3TC1	0.016
19173	HTR6	0.016
19174	MRC2	0.016
19175	SEBOX	0.016
19176	MEPE	0.016
19177	THSD1	0.016
19178	GSDMC	0.016
19179	HOXA13	0.016
19180	LGALS9	0.016
19181	ALOX5	0.016
19182	B3GNT6	0.016
19183	ESPL1	0.016
19184	TXLNB	0.016
19185	PDZK1	0.016
19186	LY9	0.016
19187	SERPINB2	0.016
19188	BMP5	0.016
19189	DSG3	0.016
19190	IRF8	0.016
19191	PANX3	0.016
19192	LGMN	0.016
19193	GPR50	0.016
19194	PSCA	0.016
19195	CD48	0.016
19196	TMEM72	0.016
19197	ATF3	0.016
19198	CCL3L3	0.016
19199	CPXM2	0.016
19200	PIK3C2G	0.016
19201	VAMP5	0.016
19202	CYP4A11	0.016
19203	NOS2	0.016
19204	TREML2	0.016
19205	CD80	0.016
19206	ANKRD1	0.016
19207	MUC2	0.016
19208	SLC16A3	0.016
19209	FGL2	0.016
19210	SLC34A3	0.016
19211	PCDH12	0.016
19212	MSH5	0.016
19213	PNPLA2	0.016
19214	ROPN1	0.016
19215	ANGPTL2	0.016
19216	CRISP1	0.016
19217	DAB2	0.016
19218	TPSAB1	0.016
19219	SOD2	0.016
19220	HYAL4	0.016
19221	TMEM247	0.016
19222	KLRC1	0.016
19223	BST2	0.016
19224	CD200R1	0.016
19225	CD163L1	0.016
19226	TAC4	0.016
19227	HOXD8	0.016
19228	TMPRSS2	0.016
19229	SLC2A5	0.016
19230	FMO4	0.016
19231	A4GALT	0.016
19232	DUSP9	0.016
19233	ANKRD61	0.016
19234	AKR1B1	0.016
19235	CRYGN	0.016
19236	TP73	0.016
19237	CARD14	0.016
19238	SLC6A5	0.016
19239	HBG2	0.016
19240	AHRR	0.016
19241	TRAF3IP3	0.016
19242	IFNA1	0.016
19243	TTLL10	0.016
19244	THBS1	0.016
19245	ITGA5	0.016
19246	PIK3CG	0.016
19247	HAS2	0.016
19248	MARVELD1	0.016
19249	NHEJ1	0.015
19250	B3GNT8	0.015
19251	LIPE	0.015
19252	AGRP	0.015
19253	GDF11	0.015
19254	DNAJC22	0.015
19255	RAPSN	0.015
19256	STRA8	0.015
19257	AGER	0.015
19258	DRAM1	0.015
19259	CD84	0.015
19260	CD8A	0.015
19261	CPA4	0.015
19262	NFATC4	0.015
19263	CHIA	0.015
19264	LAG3	0.015
19265	POU2F2	0.015
19266	CD6	0.015
19267	SPESP1	0.015
19268	IL1RL1	0.015
19269	KIF12	0.015
19270	AZGP1	0.015
19271	F2RL1	0.015
19272	FXYD4	0.015
19273	FOXH1	0.015
19274	HEYL	0.015
19275	PF4	0.015
19276	ACY3	0.015
19277	SLC10A6	0.015
19278	KDELR3	0.015
19279	IKZF3	0.015
19280	SLC13A1	0.015
19281	F12	0.015
19282	AIM1	0.015
19283	SIX5	0.015
19284	GALR3	0.015
19285	NMU	0.015
19286	FOXM1	0.015
19287	ACTG2	0.015
19288	KLK8	0.015
19289	IL2RG	0.015
19290	HOXB13	0.015
19291	MCM10	0.015
19292	TBATA	0.015
19293	NDUFS4	0.015
19294	ALAS2	0.015
19295	SHH	0.015
19296	PHEX	0.015
19297	NKX2-6	0.015
19298	OAS1	0.015
19299	PDX1	0.015
19300	EDAR	0.015
19301	ZNRF4	0.015
19302	EVC	0.015
19303	GCGR	0.015
19304	CDH23	0.015
19305	ARHGAP9	0.015
19306	GMFG	0.015
19307	ECM1	0.015
19308	BCL2L15	0.015
19309	INS	0.015
19310	SLC2A10	0.015
19311	MME	0.015
19312	STXBP2	0.015
19313	LAMC3	0.015
19314	A4GNT	0.015
19315	SDS	0.015
19316	SLC7A9	0.015
19317	TNFAIP3	0.015
19318	AGXT2	0.015
19319	TDO2	0.015
19320	SP7	0.015
19321	TGFB3	0.015
19322	MC1R	0.015
19323	TAL1	0.015
19324	LITAF	0.015
19325	ASPM	0.015
19326	MYOC	0.015
19327	SLC12A1	0.015
19328	ATP1B4	0.015
19329	MESP2	0.015
19330	COL5A3	0.015
19331	SLC30A8	0.015
19332	SCNN1G	0.015
19333	LRP5	0.015
19334	HLA-DOA	0.015
19335	GSC	0.015
19336	HK3	0.015
19337	ABCD1	0.015
19338	CDCA3	0.015
19339	PRX	0.015
19340	IL10RA	0.015
19341	CLCNKB	0.015
19342	PAX9	0.015
19343	FBXO43	0.015
19344	GBX1	0.015
19345	PLA1A	0.015
19346	ACTL7B	0.015
19347	ANXA1	0.015
19348	MS4A1	0.015
19349	RASGRP4	0.015
19350	NXF3	0.015
19351	FOXE1	0.015
19352	RNF186	0.015
19353	KRTAP9-3	0.015
19354	CASP8	0.015
19355	HESX1	0.015
19356	HES3	0.015
19357	HES7	0.015
19358	HTR3B	0.015
19359	PILRA	0.015
19360	SEC23B	0.015
19361	NDST4	0.015
19362	MEFV	0.015
19363	HAX1	0.015
19364	BTK	0.015
19365	KRTAP13-1	0.015
19366	TMPRSS6	0.015
19367	PPARG	0.015
19368	CTAG2	0.015
19369	LPIN3	0.015
19370	NODAL	0.015
19371	ADA	0.015
19372	FMO3	0.015
19373	IGFALS	0.015
19374	STX19	0.015
19375	FAM83E	0.015
19376	PTGIS	0.015
19377	TECTA	0.015
19378	EGFR	0.015
19379	EVX2	0.015
19380	SLC22A9	0.015
19381	OTOA	0.015
19382	DNAAF1	0.015
19383	ABCC9	0.015
19384	HMX2	0.015
19385	ATP2A3	0.014
19386	GJA4	0.014
19387	DLGAP5	0.014
19388	LGALS3	0.014
19389	GCNT1	0.014
19390	CCR1	0.014
19391	ANGPT2	0.014
19392	PLSCR2	0.014
19393	S100A3	0.014
19394	PI15	0.014
19395	SKAP1	0.014
19396	ONECUT1	0.014
19397	IRF7	0.014
19398	DHRS7B	0.014
19399	MST1	0.014
19400	PRLR	0.014
19401	CENPF	0.014
19402	AOC3	0.014
19403	TLR5	0.014
19404	GZMK	0.014
19405	NTN1	0.014
19406	FUT1	0.014
19407	TRAM2	0.014
19408	PDCD1LG2	0.014
19409	VAMP3	0.014
19410	SLC17A9	0.014
19411	LCP2	0.014
19412	FABP9	0.014
19413	HCRT	0.014
19414	KCNV2	0.014
19415	LRRC18	0.014
19416	COLQ	0.014
19417	PLEK2	0.014
19418	HLA-DMB	0.014
19419	TK1	0.014
19420	PGA5	0.014
19421	KLK12	0.014
19422	TEX13A	0.014
19423	TMEM174	0.014
19424	IL20	0.014
19425	RNF183	0.014
19426	COX8C	0.014
19427	SLC19A1	0.014
19428	TMEM139	0.014
19429	CASP4	0.014
19430	ADK	0.014
19431	SH2D1A	0.014
19432	KRTCAP3	0.014
19433	WNT3A	0.014
19434	CD70	0.014
19435	FOXA3	0.014
19436	IMPG1	0.014
19437	TAF7L	0.014
19438	IYD	0.014
19439	AGTR2	0.014
19440	TRIM15	0.014
19441	CCRL1	0.014
19442	MTNR1A	0.014
19443	KRTAP13-2	0.014
19444	CYTIP	0.014
19445	CYP2C9	0.014
19446	OR10A4	0.014
19447	SH2D2A	0.014
19448	PROM2	0.014
19449	CHRNG	0.014
19450	BCL6B	0.014
19451	HAO1	0.014
19452	S100A14	0.014
19453	AANAT	0.014
19454	GPX2	0.014
19455	FAM109B	0.014
19456	ST6GALNAC1	0.014
19457	NFKB2	0.014
19458	CD9	0.014
19459	ENPP3	0.014
19460	KCNK5	0.014
19461	SASH3	0.014
19462	FAM90A1	0.014
19463	NMNAT3	0.014
19464	OAS2	0.014
19465	CLDN3	0.014
19466	HSPB2	0.014
19467	TTC16	0.014
19468	CCT8L2	0.014
19469	APOL6	0.014
19470	SYCP1	0.014
19471	PDE6H	0.014
19472	CDC45	0.014
19473	LYVE1	0.014
19474	DNAJB8	0.014
19475	TMEM8C	0.014
19476	CHAT	0.014
19477	GADD45A	0.014
19478	LAX1	0.014
19479	UBASH3A	0.014
19480	HBG1	0.014
19481	S1PR2	0.013
19482	MYO1F	0.013
19483	TMPRSS11E	0.013
19484	NRTN	0.013
19485	CRYGS	0.013
19486	MCOLN3	0.013
19487	UNC93B1	0.013
19488	KRT19	0.013
19489	NKX2-3	0.013
19490	GGN	0.013
19491	FAIM3	0.013
19492	CHRNA9	0.013
19493	CIDEB	0.013
19494	KMO	0.013
19495	H6PD	0.013
19496	FYB	0.013
19497	IDO2	0.013
19498	TMEM184A	0.013
19499	FCER1A	0.013
19500	HOXA3	0.013
19501	TFEC	0.013
19502	SFN	0.013
19503	VAX1	0.013
19504	SUCNR1	0.013
19505	LIM2	0.013
19506	PRR15L	0.013
19507	BOLL	0.013
19508	FGF18	0.013
19509	CREB3L1	0.013
19510	ITGB3	0.013
19511	TCF23	0.013
19512	GHSR	0.013
19513	NFAM1	0.013
19514	GRAP2	0.013
19515	FGF5	0.013
19516	SFRP4	0.013
19517	ACOX2	0.013
19518	AADAC	0.013
19519	TTC36	0.013
19520	TGM4	0.013
19521	ACTL7A	0.013
19522	CILP2	0.013
19523	AEBP1	0.013
19524	TWIST2	0.013
19525	CLCA4	0.013
19526	VDR	0.013
19527	HGF	0.013
19528	C5ORF48	0.013
19529	KRTAP6-3	0.013
19530	FOXA1	0.013
19531	ICAM4	0.013
19532	CD52	0.013
19533	EFCAB4A	0.013
19534	GLYAT	0.013
19535	BATF3	0.013
19536	POU1F1	0.013
19537	RARG	0.013
19538	TMEM126A	0.013
19539	CD180	0.013
19540	CEBPE	0.013
19541	SP110	0.013
19542	GRPR	0.013
19543	KRTAP5-4	0.013
19544	AQP6	0.013
19545	RENBP	0.013
19546	FKBP6	0.013
19547	EHF	0.013
19548	HIC1	0.013
19549	HSF2BP	0.013
19550	CST7	0.013
19551	PHF7	0.013
19552	DEFB119	0.013
19553	FOLR4	0.013
19554	UTF1	0.013
19555	PRR15	0.012
19556	PHLDA2	0.012
19557	IL4R	0.012
19558	LIF	0.012
19559	OXT	0.012
19560	CES1	0.012
19561	GTF2A1L	0.012
19562	DPEP1	0.012
19563	SPERT	0.012
19564	ADAM12	0.012
19565	TMC5	0.012
19566	KRT34	0.012
19567	IL12RB1	0.012
19568	PNLIP	0.012
19569	CLIC3	0.012
19570	CYB5RL	0.012
19571	CEACAM3	0.012
19572	SRPX2	0.012
19573	MLPH	0.012
19574	SLC15A3	0.012
19575	SECTM1	0.012
19576	SLN	0.012
19577	CCR5	0.012
19578	HCAR2	0.012
19579	DMGDH	0.012
19580	CALCA	0.012
19581	ALLC	0.012
19582	RASSF9	0.012
19583	SLC24A1	0.012
19584	CXCL6	0.012
19585	SYK	0.012
19586	SP100	0.012
19587	TLX1	0.012
19588	DNASE2	0.012
19589	FAM167B	0.012
19590	COX4I2	0.012
19591	TSLP	0.012
19592	C1QTNF1	0.012
19593	CRYBA2	0.012
19594	CLCA2	0.012
19595	NEU3	0.012
19596	CNN1	0.012
19597	CHIT1	0.012
19598	UTS2R	0.012
19599	COL8A1	0.012
19600	OLIG3	0.012
19601	ST3GAL1	0.012
19602	SLC31A1	0.012
19603	ITPR3	0.012
19604	IL1RL2	0.012
19605	FGFBP1	0.012
19606	TAS1R3	0.012
19607	TNFAIP8L2	0.012
19608	DHRS7C	0.012
19609	CCRL2	0.012
19610	VWA7	0.012
19611	FCGBP	0.012
19612	KRT8	0.012
19613	LSP1	0.012
19614	SCTR	0.012
19615	TBXA2R	0.012
19616	FCER2	0.012
19617	NLRP3	0.012
19618	LOXL2	0.012
19619	PRODH2	0.012
19620	SMTNL1	0.012
19621	GLB1L	0.012
19622	ASPRV1	0.012
19623	CPA1	0.012
19624	OSM	0.012
19625	FERD3L	0.012
19626	CD33	0.012
19627	TXNDC8	0.012
19628	SLC6A14	0.012
19629	OAZ3	0.012
19630	CCR2	0.012
19631	PLIN5	0.012
19632	TGM2	0.012
19633	PRSS22	0.012
19634	MIXL1	0.012
19635	BNIPL	0.012
19636	MYH8	0.012
19637	METTL7B	0.012
19638	DKK2	0.012
19639	CORIN	0.012
19640	INHBC	0.012
19641	MB21D1	0.012
19642	IKZF1	0.012
19643	HOXA11	0.011
19644	GFI1B	0.011
19645	GJD4	0.011
19646	RFX2	0.011
19647	NAT2	0.011
19648	PAQR5	0.011
19649	BPIFB2	0.011
19650	MS4A7	0.011
19651	CLNK	0.011
19652	ACSM2A	0.011
19653	ACSM1	0.011
19654	TEAD4	0.011
19655	PSTPIP1	0.011
19656	SPATA4	0.011
19657	AMPD1	0.011
19658	CRYBB3	0.011
19659	ELF3	0.011
19660	GSDMA	0.011
19661	FOXS1	0.011
19662	PLAUR	0.011
19663	LOX	0.011
19664	RSAD2	0.011
19665	KRT71	0.011
19666	PDE11A	0.011
19667	MATN3	0.011
19668	SLC16A5	0.011
19669	LIPF	0.011
19670	CDX4	0.011
19671	ACE	0.011
19672	CPZ	0.011
